,train_loss,test_loss,train_reg_loss,test_reg_loss,train_cla_loss,test_cla_loss,train_cla_accuray,test_cla_accuray
0,31052.286300235017,219.76477554222672,31050.09167919604,219.6027665127816,2.1946210389755523,0.16200902944510462,0.9237368922783603,0.9715909090909091
1,13014.557162546378,109.40881014192969,13012.965837738378,109.31522576139376,1.591324808000165,0.09358438053593626,0.9237368922783603,0.9715909090909091
2,11054.146828216071,184.40481941656256,11051.427403253925,184.30784730499352,2.7194249621461397,0.0969721115690591,0.9237368922783603,0.9715909090909091
3,9399.813420126682,107.46240365502184,9397.766862560926,107.35779343850373,2.0465575657556654,0.104610216518093,0.9237368922783603,0.9715909090909091
4,9433.745758813546,66.50799882037211,9431.381102644476,66.39045381408636,2.3646561690703227,0.11754500628575099,0.9237368922783603,0.9715909090909091
5,7770.889542210381,39.03635203144958,7767.931757596531,38.940567642199184,2.9577846138494737,0.09578438925039952,0.9237368922783603,0.9715909090909091
6,8804.884163288101,63.0854514876715,8801.247814977924,62.98907706499515,3.6363483101779703,0.09637442267634318,0.9237368922783603,0.9715909090909091
7,5634.123582280629,104.5449120693779,5629.700285479772,104.42543090280597,4.423296800856788,0.1194811665719261,0.9237368922783603,0.9715909090909091
8,6726.696321783445,104.21036269001561,6720.476184920911,104.11899721065325,6.220136862534304,0.09136547936237203,0.9237368922783603,0.9715909090909091
9,6964.987613009123,22.23293931600816,6959.633105921121,22.115766071427103,5.354507088002604,0.11717324458105968,0.9237368922783603,0.9715909090909091
10,7224.644209817813,27.05655265750501,7217.999090187477,26.963895864120207,6.645119630336508,0.09265679338480105,0.9237368922783603,0.9715909090909091
11,4874.012847963855,53.67117536481083,4866.261765820885,53.573237701919176,7.75108214297099,0.09793766289164939,0.9237368922783603,0.9715909090909091
12,4545.359904539084,49.68654985639014,4536.30938543297,49.57350442618215,9.050519106113393,0.11304543020798836,0.9237368922783603,0.9715909090909091
13,6072.837432330844,19.707772747503352,6065.295162118114,19.61868119684581,7.542270212731009,0.08909155065753893,0.9237368922783603,0.9715909090909091
14,6436.901826377065,5.082579479901181,6428.964314823976,4.949443895463167,7.9375115530897125,0.13313558443801377,0.9237368922783603,0.9715909090909091
15,4363.387149063146,13.960306924409336,4351.0038298637155,13.85521105342613,12.383319199431174,0.10509587098320577,0.9237368922783603,0.9715909090909091
16,4451.841148329669,8.713807881397052,4441.23233274094,8.618334309848168,10.608815588728653,0.09547357154888392,0.9237368922783603,0.9715909090909091
17,3881.006859711549,2.6337932297931475,3867.9627424027644,2.49550042009882,13.044117308784779,0.13829280969432745,0.9237368922783603,0.9715909090909091
18,3037.2468553714307,3.0973462781373287,3020.3599072394195,2.9944500736829385,16.886948132010726,0.10289620445439031,0.9237368922783603,0.9715909090909091
19,2488.723016368192,1.6637068877090995,2472.714591459196,1.5692119378266356,16.008424908995813,0.09449494988246375,0.9237368922783603,0.9715909090909091
20,2809.919405270364,9.325621248540612,2791.850943660483,9.219879044274627,18.068461609881208,0.10574220426598475,0.9237368922783603,0.9715909090909091
21,2975.0205416390754,2.2503155859542154,2958.738108229799,2.152944785311361,16.282433409276745,0.09737080064285437,0.9237368922783603,0.9715909090909091
22,4139.012059425031,1.6745582900493274,4119.921751274525,1.5797499302954583,19.090308150506363,0.09480835975386913,0.9237368922783603,0.9715909090909091
23,2818.6949879846798,7.110833459441826,2798.6844589383545,6.995071726059533,20.010529046325452,0.1157617333822928,0.9237368922783603,0.9715909090909091
24,2013.8122631997999,1.0738617229891332,1990.813298111624,0.9406798545619082,22.998965088175908,0.133181868427225,0.9237368922783603,0.9715909090909091
25,4117.830505708111,3.661210475402076,4098.665867334012,3.5669121506449217,19.164638374098818,0.09429832475715436,0.9237368922783603,0.9715909090909091
26,2090.1202017932187,2.084343008114754,2067.6330127352844,1.975529811255745,22.48718905793412,0.10881319685900882,0.9237368922783603,0.9715909090909091
27,2576.141426712666,3.333949406598083,2555.1140495067366,3.24405677411778,21.027377205929692,0.08989263248030278,0.9237368922783603,0.9715909090909091
28,4463.170607774793,2.198452387198472,4440.555872878574,2.1098240797069097,22.614734896219954,0.08862830749156228,0.9237368922783603,0.9715909090909091
29,1385.0254475736504,16.075592973430886,1356.092487219934,15.965493371234102,28.932960353716656,0.11009960219678341,0.9237368922783603,0.9715909090909091
30,1144.4096321039779,2.152217143927117,1113.2723501561138,2.0437185338947614,31.13728194786408,0.1084986100323554,0.9237368922783603,0.9715909090909091
31,1625.5469810810648,1.614116391503194,1599.281117151328,1.5202870926909162,26.265863929736753,0.09382929881227785,0.9237368922783603,0.9715909090909091
32,2265.6903747746596,2.2385363897304043,2231.798853261715,2.1540733228148436,33.8915215129448,0.08446306691556096,0.9237368922783603,0.9715909090909091
33,1389.4178840808777,3.5464070550061773,1356.911901809524,3.4522187037496637,32.50598227135391,0.09418835125651315,0.9237368922783603,0.9715909090909091
34,1472.1611334736226,3.4945135532890745,1442.4643394449072,3.3899279712529578,29.69679402871555,0.10458558203611655,0.9237368922783603,0.9715909090909091
