Name,smiles,E12,Metal,Reaction,SMILES,solvent
Phenoxathiin,C1=CC=C2C(=C1)OC3=CC=CC=C3S2,"0.738,1.233",None,oxidation,C1=CC=C2C(=C1)OC3=CC=CC=C3S2,ACN
Thianthrene,C1=CC=C2C(=C1)SC3=CC=CC=C3S2,"0.778,1.103",None,oxidation,C1=CC=C2C(=C1)SC3=CC=CC=C3S2,ACN
"3,4-Dimethoxypropenylbenzene",C/C=C/C1=CC(=C(C=C1)OC)OC,"0.600,0.820,1.020",None,oxidation,CC=CC1=CC(=C(C=C1)OC)OC,ACN
p-Nitro aniline,C1=CC(=CC=C1N)[N+](=O)[O-],"0.590,0.760",None,oxidation,C1=CC(=CC=C1N)[N+](=O)[O-],ACN
9-Amino-10-phenylanthracene,C1=CC=C(C=C1)C2=C3C=CC=CC3=C(C4=CC=CC=C42)N,"0.083,0.933",None,oxidation,C1=CC=C(C=C1)C2=C3C=CC=CC3=C(C4=CC=CC=C42)N,ACN
N-Methylphenothiazine,CN1C2=CC=CC=C2SC3=CC=CC=C31,"0.313,0.883",None,oxidation,CN1C2=CC=CC=C2SC3=CC=CC=C31,ACN
Persantine,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,"0.133,0.383",None,oxidation,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,ACN
"9,10-Dibromoanthracene",C1=CC=C2C(=C1)C(=C3C=CC=CC3=C2Br)Br,"1.063,1.383",None,oxidation,C1=CC=C2C(=C1)C(=C3C=CC=CC3=C2Br)Br,ACN
p-Methoxybenzyl alcohol,COC1=CC=C(C=C1)CO,"1.133,1.553",None,oxidation,COC1=CC=C(C=C1)CO,ACN
p-Iodobenzyl alcohol,C1=CC(=CC=C1CO)I,"1.493,1.823",None,oxidation,C1=CC(=CC=C1CO)I,ACN
Cinnamyl alcohol,C1=CC=C(C=C1)/C=C/CO,"1.243,1.733",None,oxidation,C1=CC=C(C=C1)C=CCO,ACN
p-Nitrocinnamyl alcohol,C1=CC(=CC=C1/C=C/CO)[N+](=O)[O-],"1.273,1.683",None,oxidation,C1=CC(=CC=C1C=CCO)[N+](=O)[O-],ACN
Hydrazobenzene,C1=CC=C(C=C1)NNC2=CC=CC=C2,"0.093,1.263",None,oxidation,C1=CC=C(C=C1)NNC2=CC=CC=C2,ACN
"4,4'-Dichlorohydrazobenzene",C1=CC(=CC=C1NNC2=CC=C(C=C2)Cl)Cl,"0.173,1.353",None,oxidation,C1=CC(=CC=C1NNC2=CC=C(C=C2)Cl)Cl,ACN
"5,10-dihydro-5,10-dimethylphenazine",CN1C2=CC=CC=C2N(C3=CC=CC=C31)C,"-0.29,0.5",None,oxidation,CN1C2=CC=CC=C2N(C3=CC=CC=C31)C,ACN
